v_ref (V),irrad (G),temp (C),current (A)
0.7,300.0,25.0,0.01
0.7,300.0,30.0,0.01
0.7,300.0,35.0,0.01
0.7,300.0,40.0,0.01
0.7,300.0,45.0,0.01
0.7,300.0,50.0,0.01
0.7,300.0,55.0,0.01
0.7,300.0,60.0,0.01
0.7,300.0,65.0,0.01
0.7,300.0,70.0,0.01
0.7,300.0,75.0,0.01
0.7,300.0,80.0,0.01
0.7,350.0,0.001,0.2
0.7,350.0,5.0,0.09
0.7,350.0,10.0,0.01
0.7,350.0,15.0,0.01
0.7,350.0,20.0,0.01
0.7,350.0,25.0,0.01
0.7,350.0,30.0,0.01
0.7,350.0,35.0,0.01
0.7,350.0,40.0,0.01
0.7,350.0,45.0,0.01
0.7,350.0,50.0,0.01
0.7,350.0,55.0,0.01
0.7,350.0,60.0,0.01
0.7,350.0,65.0,0.01
0.7,350.0,70.0,0.01
0.7,350.0,75.0,0.01
0.7,350.0,80.0,0.01
0.7,400.0,0.001,0.23
0.7,400.0,5.0,0.12
0.7,400.0,10.0,0.01
0.7,400.0,15.0,0.01
0.7,400.0,20.0,0.01
0.7,400.0,25.0,0.01
0.7,400.0,30.0,0.01
0.7,400.0,35.0,0.01
0.7,400.0,40.0,0.01
0.7,400.0,45.0,0.01
0.7,400.0,50.0,0.01
0.7,400.0,55.0,0.01
0.7,400.0,60.0,0.01
0.7,400.0,65.0,0.01
0.7,400.0,70.0,0.01
0.7,400.0,75.0,0.01
0.7,400.0,80.0,0.01
0.7,450.0,0.001,0.26
0.7,450.0,5.0,0.15
0.7,450.0,10.0,0.04
0.7,450.0,15.0,0.01
0.7,450.0,20.0,0.01
0.7,450.0,25.0,0.01
0.7,450.0,30.0,0.01
0.7,450.0,35.0,0.01
0.7,450.0,40.0,0.01
0.7,450.0,45.0,0.01
0.7,450.0,50.0,0.01
0.7,450.0,55.0,0.01
0.7,450.0,60.0,0.01
0.7,450.0,65.0,0.01
0.7,450.0,70.0,0.01
0.7,450.0,75.0,0.01
0.7,450.0,80.0,0.01
0.7,500.0,0.001,0.29
0.7,500.0,5.0,0.17
0.7,500.0,10.0,0.06
0.7,500.0,15.0,0.01
0.7,500.0,20.0,0.01
0.7,500.0,25.0,0.01
0.7,500.0,30.0,0.01
0.7,500.0,35.0,0.01
0.7,500.0,40.0,0.01
0.7,500.0,45.0,0.01
0.7,500.0,50.0,0.01
0.7,500.0,55.0,0.01
0.7,500.0,60.0,0.01
0.7,500.0,65.0,0.01
0.7,500.0,70.0,0.01
0.7,500.0,75.0,0.01
0.7,500.0,80.0,0.01
0.7,550.0,0.001,0.31
0.7,550.0,5.0,0.2
0.7,550.0,10.0,0.08
0.7,550.0,15.0,0.01
0.7,550.0,20.0,0.01
0.7,550.0,25.0,0.01
0.7,550.0,30.0,0.01
0.7,550.0,35.0,0.01
0.7,550.0,40.0,0.01
0.7,550.0,45.0,0.01
0.7,550.0,50.0,0.01
0.7,550.0,55.0,0.01
0.7,550.0,60.0,0.01
0.7,550.0,65.0,0.01
0.7,550.0,70.0,0.01
0.7,550.0,75.0,0.01
0.7,550.0,80.0,0.01
0.7,600.0,0.001,0.33
0.7,600.0,5.0,0.22
0.7,600.0,10.0,0.11
0.7,600.0,15.0,0.01
0.7,600.0,20.0,0.01
0.7,600.0,25.0,0.01
0.7,600.0,30.0,0.01
0.7,600.0,35.0,0.01
0.7,600.0,40.0,0.01
0.7,600.0,45.0,0.01
0.7,600.0,50.0,0.01
0.7,600.0,55.0,0.01
0.7,600.0,60.0,0.01
0.7,600.0,65.0,0.01
0.7,600.0,70.0,0.01
0.7,600.0,75.0,0.01
0.7,600.0,80.0,0.01
0.7,650.0,0.001,0.35
0.7,650.0,5.0,0.24
0.7,650.0,10.0,0.13
0.7,650.0,15.0,0.01
0.7,650.0,20.0,0.01
0.7,650.0,25.0,0.01
0.7,650.0,30.0,0.01
0.7,650.0,35.0,0.01
0.7,650.0,40.0,0.01
0.7,650.0,45.0,0.01
0.7,650.0,50.0,0.01
0.7,650.0,55.0,0.01
0.7,650.0,60.0,0.01
0.7,650.0,65.0,0.01
0.7,650.0,70.0,0.01
0.7,650.0,75.0,0.01
0.7,650.0,80.0,0.01
0.7,700.0,0.001,0.37
0.7,700.0,5.0,0.25
0.7,700.0,10.0,0.14
0.7,700.0,15.0,0.03
0.7,700.0,20.0,0.01
0.7,700.0,25.0,0.01
0.7,700.0,30.0,0.01
0.7,700.0,35.0,0.01
0.7,700.0,40.0,0.01
0.7,700.0,45.0,0.01
0.7,700.0,50.0,0.01
0.7,700.0,55.0,0.01
0.7,700.0,60.0,0.01
0.7,700.0,65.0,0.01
0.7,700.0,70.0,0.01
0.7,700.0,75.0,0.01
0.7,700.0,80.0,0.01
0.7,750.0,0.001,0.38
0.7,750.0,5.0,0.27
0.7,750.0,10.0,0.16
0.7,750.0,15.0,0.05
0.7,750.0,20.0,0.01
0.7,750.0,25.0,0.01
0.7,750.0,30.0,0.01
0.7,750.0,35.0,0.01
0.7,750.0,40.0,0.01
0.7,750.0,45.0,0.01
0.7,750.0,50.0,0.01
0.7,750.0,55.0,0.01
0.7,750.0,60.0,0.01
0.7,750.0,65.0,0.01
0.7,750.0,70.0,0.01
0.7,750.0,75.0,0.01
0.7,750.0,80.0,0.01
0.7,800.0,0.001,0.4
0.7,800.0,5.0,0.29
0.7,800.0,10.0,0.18
0.7,800.0,15.0,0.07
0.7,800.0,20.0,0.01
0.7,800.0,25.0,0.01
0.7,800.0,30.0,0.01
0.7,800.0,35.0,0.01
0.7,800.0,40.0,0.01
0.7,800.0,45.0,0.01
0.7,800.0,50.0,0.01
0.7,800.0,55.0,0.01
0.7,800.0,60.0,0.01
0.7,800.0,65.0,0.01
0.7,800.0,70.0,0.01
0.7,800.0,75.0,0.01
0.7,800.0,80.0,0.01
0.7,850.0,0.001,0.41
0.7,850.0,5.0,0.3
0.7,850.0,10.0,0.19
0.7,850.0,15.0,0.08
0.7,850.0,20.0,0.01
0.7,850.0,25.0,0.01
0.7,850.0,30.0,0.01
0.7,850.0,35.0,0.01
0.7,850.0,40.0,0.01
0.7,850.0,45.0,0.01
0.7,850.0,50.0,0.01
0.7,850.0,55.0,0.01
0.7,850.0,60.0,0.01
0.7,850.0,65.0,0.01
0.7,850.0,70.0,0.01
0.7,850.0,75.0,0.01
0.7,850.0,80.0,0.01
0.7,900.0,0.001,0.42
0.7,900.0,5.0,0.31
0.7,900.0,10.0,0.2
0.7,900.0,15.0,0.09
0.7,900.0,20.0,0.01
0.7,900.0,25.0,0.01
0.7,900.0,30.0,0.01
0.7,900.0,35.0,0.01
0.7,900.0,40.0,0.01
0.7,900.0,45.0,0.01
0.7,900.0,50.0,0.01
0.7,900.0,55.0,0.01
0.7,900.0,60.0,0.01
0.7,900.0,65.0,0.01
0.7,900.0,70.0,0.01
0.7,900.0,75.0,0.01
0.7,900.0,80.0,0.01
0.7,950.0,0.001,0.44
0.7,950.0,5.0,0.33
0.7,950.0,10.0,0.22
0.7,950.0,15.0,0.11
0.7,950.0,20.0,0.01
0.7,950.0,25.0,0.01
0.7,950.0,30.0,0.01
0.7,950.0,35.0,0.01
0.7,950.0,40.0,0.01
0.7,950.0,45.0,0.01
0.7,950.0,50.0,0.01
0.7,950.0,55.0,0.01
0.7,950.0,60.0,0.01
0.7,950.0,65.0,0.01
0.7,950.0,70.0,0.01
0.7,950.0,75.0,0.01
0.7,950.0,80.0,0.01
0.7,1000.0,0.001,0.45
0.7,1000.0,5.0,0.34
0.7,1000.0,10.0,0.23
0.7,1000.0,15.0,0.12
0.7,1000.0,20.0,0.01
0.7,1000.0,25.0,0.01
0.7,1000.0,30.0,0.01
0.7,1000.0,35.0,0.01
0.7,1000.0,40.0,0.01
0.7,1000.0,45.0,0.01
0.7,1000.0,50.0,0.01
0.7,1000.0,55.0,0.01
0.7,1000.0,60.0,0.01
0.7,1000.0,65.0,0.01
0.7,1000.0,70.0,0.01
0.7,1000.0,75.0,0.01
0.7,1000.0,80.0,0.01
0.8,0.001,0.001,0.01
0.8,0.001,5.0,0.01
0.8,0.001,10.0,0.01
0.8,0.001,15.0,0.01
0.8,0.001,20.0,0.01
0.8,0.001,25.0,0.01
0.8,0.001,30.0,0.01
0.8,0.001,35.0,0.01
0.8,0.001,40.0,0.01
0.8,0.001,45.0,0.01
0.8,0.001,50.0,0.01
0.8,0.001,55.0,0.01
0.8,0.001,60.0,0.01
0.8,0.001,65.0,0.01
0.8,0.001,70.0,0.01
0.8,0.001,75.0,0.01
0.8,0.001,80.0,0.01
0.8,50.0,0.001,0.01
0.8,50.0,5.0,0.01
0.8,50.0,10.0,0.01
0.8,50.0,15.0,0.01
0.8,50.0,20.0,0.01
0.8,50.0,25.0,0.01
0.8,50.0,30.0,0.01
0.8,50.0,35.0,0.01
0.8,50.0,40.0,0.01
0.8,50.0,45.0,0.01
0.8,50.0,50.0,0.01
0.8,50.0,55.0,0.01
0.8,50.0,60.0,0.01
0.8,50.0,65.0,0.01
0.8,50.0,70.0,0.01
0.8,50.0,75.0,0.01
0.8,50.0,80.0,0.01
0.8,100.0,0.001,0.01
0.8,100.0,5.0,0.01
0.8,100.0,10.0,0.01
0.8,100.0,15.0,0.01
0.8,100.0,20.0,0.01
0.8,100.0,25.0,0.01
0.8,100.0,30.0,0.01
0.8,100.0,35.0,0.01
0.8,100.0,40.0,0.01
0.8,100.0,45.0,0.01
0.8,100.0,50.0,0.01
0.8,100.0,55.0,0.01
0.8,100.0,60.0,0.01
0.8,100.0,65.0,0.01
0.8,100.0,70.0,0.01
0.8,100.0,75.0,0.01
0.8,100.0,80.0,0.01
0.8,150.0,0.001,0.01
0.8,150.0,5.0,0.01
0.8,150.0,10.0,0.01
0.8,150.0,15.0,0.01
0.8,150.0,20.0,0.01
0.8,150.0,25.0,0.01
0.8,150.0,30.0,0.01
0.8,150.0,35.0,0.01
0.8,150.0,40.0,0.01
0.8,150.0,45.0,0.01
0.8,150.0,50.0,0.01
0.8,150.0,55.0,0.01
0.8,150.0,60.0,0.01
0.8,150.0,65.0,0.01
0.8,150.0,70.0,0.01
0.8,150.0,75.0,0.01
0.8,150.0,80.0,0.01
0.8,200.0,0.001,0.01
0.8,200.0,5.0,0.01
0.8,200.0,10.0,0.01
0.8,200.0,15.0,0.01
0.8,200.0,20.0,0.01
0.8,200.0,25.0,0.01
0.8,200.0,30.0,0.01
0.8,200.0,35.0,0.01
0.8,200.0,40.0,0.01
0.8,200.0,45.0,0.01
0.8,200.0,50.0,0.01
0.8,200.0,55.0,0.01
0.8,200.0,60.0,0.01
0.8,200.0,65.0,0.01
0.8,200.0,70.0,0.01
0.8,200.0,75.0,0.01
0.8,200.0,80.0,0.01
0.8,250.0,0.001,0.01
0.8,250.0,5.0,0.01
0.8,250.0,10.0,0.01
0.8,250.0,15.0,0.01
0.8,250.0,20.0,0.01
0.8,250.0,25.0,0.01
0.8,250.0,30.0,0.01
0.8,250.0,35.0,0.01
0.8,250.0,40.0,0.01
0.8,250.0,45.0,0.01
0.8,250.0,50.0,0.01
0.8,250.0,55.0,0.01
0.8,250.0,60.0,0.01
0.8,250.0,65.0,0.01
0.8,250.0,70.0,0.01
0.8,250.0,75.0,0.01
0.8,250.0,80.0,0.01
0.8,300.0,0.001,0.01
0.8,300.0,5.0,0.01
0.8,300.0,10.0,0.01
0.8,300.0,15.0,0.01
0.8,300.0,20.0,0.01
0.8,300.0,25.0,0.01
0.8,300.0,30.0,0.01
0.8,300.0,35.0,0.01
0.8,300.0,40.0,0.01
0.8,300.0,45.0,0.01
0.8,300.0,50.0,0.01
0.8,300.0,55.0,0.01
0.8,300.0,60.0,0.01
0.8,300.0,65.0,0.01
0.8,300.0,70.0,0.01
0.8,300.0,75.0,0.01
0.8,300.0,80.0,0.01
0.8,350.0,0.001,0.01
0.8,350.0,5.0,0.01
0.8,350.0,10.0,0.01
0.8,350.0,15.0,0.01
0.8,350.0,20.0,0.01
0.8,350.0,25.0,0.01
0.8,350.0,30.0,0.01
0.8,350.0,35.0,0.01
0.8,350.0,40.0,0.01
0.8,350.0,45.0,0.01
0.8,350.0,50.0,0.01
0.8,350.0,55.0,0.01
0.8,350.0,60.0,0.01
0.8,350.0,65.0,0.01
0.8,350.0,70.0,0.01
0.8,350.0,75.0,0.01
0.8,350.0,80.0,0.01
0.8,400.0,0.001,0.01
0.8,400.0,5.0,0.01
0.8,400.0,10.0,0.01
0.8,400.0,15.0,0.01
0.8,400.0,20.0,0.01
0.8,400.0,25.0,0.01
0.8,400.0,30.0,0.01
0.8,400.0,35.0,0.01
0.8,400.0,40.0,0.01
0.8,400.0,45.0,0.01
0.8,400.0,50.0,0.01
0.8,400.0,55.0,0.01
0.8,400.0,60.0,0.01
0.8,400.0,65.0,0.01
0.8,400.0,70.0,0.01
0.8,400.0,75.0,0.01
0.8,400.0,80.0,0.01
0.8,450.0,0.001,0.01
0.8,450.0,5.0,0.01
0.8,450.0,10.0,0.01
0.8,450.0,15.0,0.01
0.8,450.0,20.0,0.01
0.8,450.0,25.0,0.01
0.8,450.0,30.0,0.01
0.8,450.0,35.0,0.01
0.8,450.0,40.0,0.01
0.8,450.0,45.0,0.01
0.8,450.0,50.0,0.01
0.8,450.0,55.0,0.01
0.8,450.0,60.0,0.01
0.8,450.0,65.0,0.01
0.8,450.0,70.0,0.01
0.8,450.0,75.0,0.01
0.8,450.0,80.0,0.01
0.8,500.0,0.001,0.01
0.8,500.0,5.0,0.01
0.8,500.0,10.0,0.01
0.8,500.0,15.0,0.01
0.8,500.0,20.0,0.01
0.8,500.0,25.0,0.01
0.8,500.0,30.0,0.01
0.8,500.0,35.0,0.01
0.8,500.0,40.0,0.01
0.8,500.0,45.0,0.01
0.8,500.0,50.0,0.01
0.8,500.0,55.0,0.01
0.8,500.0,60.0,0.01
0.8,500.0,65.0,0.01
0.8,500.0,70.0,0.01
0.8,500.0,75.0,0.01
0.8,500.0,80.0,0.01
0.8,550.0,0.001,0.01
0.8,550.0,5.0,0.01
0.8,550.0,10.0,0.01
0.8,550.0,15.0,0.01
0.8,550.0,20.0,0.01
0.8,550.0,25.0,0.01
0.8,550.0,30.0,0.01
0.8,550.0,35.0,0.01
0.8,550.0,40.0,0.01
0.8,550.0,45.0,0.01
0.8,550.0,50.0,0.01
0.8,550.0,55.0,0.01
0.8,550.0,60.0,0.01
0.8,550.0,65.0,0.01
0.8,550.0,70.0,0.01
0.8,550.0,75.0,0.01
0.8,550.0,80.0,0.01
0.8,600.0,0.001,0.01
0.8,600.0,5.0,0.01
0.8,600.0,10.0,0.01
0.8,600.0,15.0,0.01
0.8,600.0,20.0,0.01
0.8,600.0,25.0,0.01
0.8,600.0,30.0,0.01
0.8,600.0,35.0,0.01
0.8,600.0,40.0,0.01
0.8,600.0,45.0,0.01
0.8,600.0,50.0,0.01
0.8,600.0,55.0,0.01
0.8,600.0,60.0,0.01
0.8,600.0,65.0,0.01
0.8,600.0,70.0,0.01
0.8,600.0,75.0,0.01
0.8,600.0,80.0,0.01
0.8,650.0,0.001,0.01
0.8,650.0,5.0,0.01
0.8,650.0,10.0,0.01
0.8,650.0,15.0,0.01
0.8,650.0,20.0,0.01
0.8,650.0,25.0,0.01
0.8,650.0,30.0,0.01
0.8,650.0,35.0,0.01
0.8,650.0,40.0,0.01
0.8,650.0,45.0,0.01
0.8,650.0,50.0,0.01
0.8,650.0,55.0,0.01
0.8,650.0,60.0,0.01
0.8,650.0,65.0,0.01
0.8,650.0,70.0,0.01
0.8,650.0,75.0,0.01
0.8,650.0,80.0,0.01
0.8,700.0,0.001,0.01
0.8,700.0,5.0,0.01
0.8,700.0,10.0,0.01
0.8,700.0,15.0,0.01
0.8,700.0,20.0,0.01
0.8,700.0,25.0,0.01
0.8,700.0,30.0,0.01
0.8,700.0,35.0,0.01
0.8,700.0,40.0,0.01
0.8,700.0,45.0,0.01
0.8,700.0,50.0,0.01
0.8,700.0,55.0,0.01
0.8,700.0,60.0,0.01
0.8,700.0,65.0,0.01
0.8,700.0,70.0,0.01
0.8,700.0,75.0,0.01
0.8,700.0,80.0,0.01
0.8,750.0,0.001,0.01
0.8,750.0,5.0,0.01
0.8,750.0,10.0,0.01
0.8,750.0,15.0,0.01
0.8,750.0,20.0,0.01
0.8,750.0,25.0,0.01
0.8,750.0,30.0,0.01
0.8,750.0,35.0,0.01
0.8,750.0,40.0,0.01
0.8,750.0,45.0,0.01
0.8,750.0,50.0,0.01
0.8,750.0,55.0,0.01
0.8,750.0,60.0,0.01
0.8,750.0,65.0,0.01
0.8,750.0,70.0,0.01
0.8,750.0,75.0,0.01
0.8,750.0,80.0,0.01
0.8,800.0,0.001,0.01
0.8,800.0,5.0,0.01
0.8,800.0,10.0,0.01
0.8,800.0,15.0,0.01
0.8,800.0,20.0,0.01
0.8,800.0,25.0,0.01
0.8,800.0,30.0,0.01
0.8,800.0,35.0,0.01
0.8,800.0,40.0,0.01
0.8,800.0,45.0,0.01
0.8,800.0,50.0,0.01
0.8,800.0,55.0,0.01
0.8,800.0,60.0,0.01
0.8,800.0,65.0,0.01
0.8,800.0,70.0,0.01
0.8,800.0,75.0,0.01
0.8,800.0,80.0,0.01
0.8,850.0,0.001,0.01
0.8,850.0,5.0,0.01
0.8,850.0,10.0,0.01
0.8,850.0,15.0,0.01
0.8,850.0,20.0,0.01
0.8,850.0,25.0,0.01
0.8,850.0,30.0,0.01
0.8,850.0,35.0,0.01
0.8,850.0,40.0,0.01
0.8,850.0,45.0,0.01
0.8,850.0,50.0,0.01
0.8,850.0,55.0,0.01
0.8,850.0,60.0,0.01
0.8,850.0,65.0,0.01
0.8,850.0,70.0,0.01
0.8,850.0,75.0,0.01
0.8,850.0,80.0,0.01
0.8,900.0,0.001,0.01
0.8,900.0,5.0,0.01
0.8,900.0,10.0,0.01
0.8,900.0,15.0,0.01
0.8,900.0,20.0,0.01
0.8,900.0,25.0,0.01
0.8,900.0,30.0,0.01
0.8,900.0,35.0,0.01
0.8,900.0,40.0,0.01
0.8,900.0,45.0,0.01
0.8,900.0,50.0,0.01
0.8,900.0,55.0,0.01
0.8,900.0,60.0,0.01
0.8,900.0,65.0,0.01
0.8,900.0,70.0,0.01
0.8,900.0,75.0,0.01
0.8,900.0,80.0,0.01
0.8,950.0,0.001,0.01
0.8,950.0,5.0,0.01
0.8,950.0,10.0,0.01
0.8,950.0,15.0,0.01
0.8,950.0,20.0,0.01
0.8,950.0,25.0,0.01
0.8,950.0,30.0,0.01
0.8,950.0,35.0,0.01
0.8,950.0,40.0,0.01
0.8,950.0,45.0,0.01
0.8,950.0,50.0,0.01
0.8,950.0,55.0,0.01
0.8,950.0,60.0,0.01
0.8,950.0,65.0,0.01
0.8,950.0,70.0,0.01
0.8,950.0,75.0,0.01
0.8,950.0,80.0,0.01
0.8,1000.0,0.001,0.01
0.8,1000.0,5.0,0.01
0.8,1000.0,10.0,0.01
0.8,1000.0,15.0,0.01
0.8,1000.0,20.0,0.01
0.8,1000.0,25.0,0.01
0.8,1000.0,30.0,0.01
0.8,1000.0,35.0,0.01
0.8,1000.0,40.0,0.01
0.8,1000.0,45.0,0.01
0.8,1000.0,50.0,0.01
0.8,1000.0,55.0,0.01
0.8,1000.0,60.0,0.01
0.8,1000.0,65.0,0.01
0.8,1000.0,70.0,0.01
0.8,1000.0,75.0,0.01
0.8,1000.0,80.0,0.01
